original_sentence,processed_tokens
"Dalyan gülpınar mevkiinde,786 m2 arsa içinde ikiz villa satılıktır.",dalya Gülpınar mevkii arsa içinde ikiz villâ satılık
Her bir villaya 393 m2 arsa alan tahsis edilmiş ve ayrı ayrı yüzme havuzları vardır.Her ne kadar ikiz villa gibi görünsede fiziki olarak tamamen bağımsız olarak yaşam alanına sahiptir.,bir villâ arsa ala tahsis ayrı ayrı yüzmek havuz kadar ikiz villâ fizikî tamamen bağımsız Yaşam alan sahip
Villaların cepheleri batı cephesine bakmakta ve avluya giriş bu cepheden olmaktadır.,villâ cephe batı cephe bakmak avlu girişmek cephe olmak
Her bir villanın vaziyeti bahçede ara yüksek duvar ile ayrıştırılmış birbirinden ayrı konumdadır.,bir villâ vaziyet Bahçe ara yüksek duvar ayrışmak birbiri ayrı konu
"Herbir avluya giriş kapısı ile girilir hemen önünüzde yüzme havuzu ile karşılaşırsınız ve devamında villaya giriş yaparsınız.İsterseniz ana giriş arka cephedende mümkündür.Zemin kat salon ve açık mutfak ve tuvalet olarak dizayn edilmiştir, üst kat ise 2 yatak odası ve her ikisi özel banyoludur.İnşaat kalitesi malzeme ve işçilik olarak iyi standartta olup 10 yaşında olmasına rağmen hala yeni kalite görüntüsündedir.",avlu girişmek kapı hemen ön yüzmek havuz karşı devam villâ girişmek ana girişmek arka katmak salon açık mutfak tuvalet dizayn üst katmak yatak oda iki özel kalite malzeme işçilik iyi standart yaş olmak rağmen hâlâ yeni kalite görüntü
"Her bir villanın balkon ve teras dahil 128m2 kullanım alanı,88m2 net kullanım alanı vardır.",bir villâ balkon teras dâhil kullanım alan net kullanım ala varmak
not : Yazdığımız gayrimenkul ile ilgili özellikler 2 villa birden toplam özelliktir.,not yazmak Gayrimenkul ilgili özellik villâ birden toplam özellik
* Fethiye’nin merkezi mahallelerinden Taşyaka’da konforlu bir yaşam sunan 2+1 dairemiz satışa sunulmuştur                          * Modern ve kaliteli malzemelerle inşa edilmiş sıfır bina* Amerikan plan mutfak ile şık ve kullanışlı yaşam alanı* Güney cephe olması sebebiyle gün boyu doğal ışık alan ferah bir ortam* Emsallerine göre son derece donanımlı bir daire* Hem konforlu bir yaşam hem de yatırım fırsatı için mükemmel bir seçenek* Anahtar teslim Kasım ayında olacaktır.,Fethiye merkezî mahalle konfor bir Yaşam Suna daire satış modern kalite malzeme inşa sıfır bina Amerikan plan mutfak şık kul Yaşam ala güney cephe olmak sebebiyle gün boy doğal ışık ala ferah bir Orta emsal göre son derece donanım bir daire konfor bir Yaşam yatır fırsat mükemmel bir seçenek anahtar teslim kas ay
"* Yerden ısıtma* Asansör* Açık otopark* Birinci sınıf malzeme kullanımı 

 * Erasta AVM ye 5 dk.",yer ısıtmak asansör açık otopark birinci sınıf malzeme kullanım Avm
* Fethiye Yat Limanı na 10 dk.,Fethiye yatmak Lima
* Ölüdeniz’ e 15 dk.,Ölüdeniz
* Fethiye Devlet Hastanesi ne 15 dk.,Fethiye devlet hastane
* Çalış Plajı na 15 dk.,çalışmak plaj
* Kayaköy e 20 dk.,Kayaköy
* Kelebekler Vadisi ne 30 dk.,Kelebek vadi
* Saklıkent e 50 dk.,Saklıkent
* Dalaman Havalimanı’ a 45 dk.,Dalaman havalimanı
GoldHouse danışmanlarının; sözleşme kullanmaları T.S.11816 1.1.1 maddesi gereği zorunlu kılınmıştır.,danışman sözleşmek kullanmak madde gerek zorunlu kılmak
Bu nedenle gayrimenkul sunumları YER GÖSTERME FORMU İMZALATILARAK yapılmaktadır.,neden Gayrimenkul sunum yemek göstermek form
Detaylı Bilgi ve Sunum İçin İletişime Geçiniz.,detay bilgi sunu iletişim geç
"JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                 Elif TAŞÇILAR
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                 Ömercan KOÇ_______________________﻿_﻿____________________________________Ticari ve Konut Alım-Satım-Kiralama-Kiraya verme-Ekspertiz ve Diğer Talepleriniz için 7/24 Firmamızdan Destek Alabilirsiniz.",ekstra ücret ödemek aramak telefon bakmak elif ekstra ücret ödemek aramak telefon bakmak Ömercan konut diğer talep firma destek
"JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                 TC MUĞLA VALİLİĞİ TİCARET İL MÜDÜRLÜĞÜ TAŞINMAZ TİCARETİ YETKİ BELGELİDİRİşletme Adı: GHouse Gayrimenkul Danışmanlık Yetki Belgesi Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",ekstra ücret ödemek aramak telefon bakmak Muğla vali ticaret müdür ticaret yetki ad Gayrimenkul Danışmanlık yetki Belge numara ekstra ücret ödemek aramak telefon bakmak
"=== SİTEYE AİT 3 ADET ÖZEL PLAJ === 
+++ Yarım Adanın En Güzel Değerli Koyu Bağla'da+++ En Güzel Sitesi Bankev Sahil Sitesinde 
+++ Sitenin En değerli Bölgesi+++ Evimiz Komple Tadilat Yapılmış,3 ncü oda İlave Edilmiş,Balkon Salona Dahil Edilip Genişletilmiş,Geniş Balkon Yapılmış,Bütün Kapı Pencereler,Panjur,Islak Zeminler,Elektirik su Tesisatı,Banyo Seramik Vitrifiyeler,Değiştirilmiştir Salonda 1ve 2 odada klima
+++ Şerefiyesi En Yüksek Dairelerden Biri 
+++ Manzarayı En İyi Gören Bölgede  
+++ YAZ KIŞ YAŞAM İÇİN EN YOĞUN BÖLGE
+++ Denize Toplam 2 dk Araç Mesafesinde Kapının Önünde Sahile Servis Yapan Ücretsiz Shuttle  Servisi
+++ 3 Adet Özel Plaj ve Koy Sadece Site Sakinlerinin Kullanımında 
+++ Sıfırlanmış şık Mutfak Ve Ada 
+++ 3+1 Üst Kat Dubleks
+++ Muhteşem  Deniz ,Doğa Manzaralı Teras Kullanımı  + Pergole 
+++ Araba İle Evin Önüne Kadar Gelebilme İmkanı  Sorunsuz Otopark+++ Çok Kaliteli Eşyalar Bütün Eşyalar Bırakılacak+++ 3 Oda Ve Yatak Odası Büyütülmüş  + Deniz Manzaralı
+++ 1 Salon
+++ 1 Banyo  
+++ Yenilenmiş Islak Zeminler 
+++ Tadilatı Yapılmış Mutfak
+++ 3 Adet Klima Ve Termosifon Enerjisi
+++  Ankastre Seti 
+++ Genişletilmiş Salon  
+++ Brüt : 120 m2 
+++ Net : 105 +++ Site İçinde 2 Büyük Market +++ 24 Saat Güvenlikli Site 
= Minübüse Yola 2 dk Yürüme Mesafesinde 
= Çok ama çok nezih bir sokak içinde 
= FIRSAT ÜST KAT DUBLEKS DAİRE = 
NOT .",site ait âdet özel plaj yarım ada güzel değerli koyu güzel site sahil site site değerli bölge ev komple tadilât od ilâve salon dâhil balkon kap seramik salon oda klima şerefiye yüksek daire manzara iyi bölge yazmak Yaşam yoğun bölge de toplam Araç mesafe kap ön sahil servis ücret Shuttle servi âdet özel plaj koymak sadece sit Sakin kullanım sıfırlamak şık mutfak adamak üst katmak dubleks muhteşem de doğmak manzara teras kullanım araba ev ön kadar imkân sorun otopark kalite eşya bütün eşya bırakmak od yatak oda büyütmek de manzara salon banyo yeni zemin tadilât mutfak âdet klima termosifon enerji ankastre set genişlemek salon brüt net sit içinde büyük market saat Güvenlik sit yolmak yürümek mesafe nezih bir sokak içinde üst katmak dubleks daire not
"Bütün Eşyalar Bırakılacak Eşyalarımız Hepsi Sıfır Ayarındadır ===============================================================================================
NAYİM AYIŞIK GAYRİMENKUL HİZMETLERİTaşınmaz Ticareti Yetki Belge No ... 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",bütün eşya bırakmak eşya sıfır ayar Gayrimenkul ticaret yetki Belge ekstra ücret ödemek aramak telefon bakmak
"Stop’tan Satılık 2+1 Karaçulha Bahçe Kullanımlı Fırsat Daire
Satılık olan Dairemiz 65m² Brüt Net kullanım alanı 58m²'dir.",stop satılık Karaçulha Bahçe kullanım fırsat daire satılık o daire brüt net kullanım ala M
Bahçe kullanımlıdır.,Bahçe kullanım
Otoparkı vardır.,otopark varmak
Minimal bir ev' dir.,minimal bir
"Kat Mülkiyetli olup Krediye Uygundur.Stop Gayrimenkul farkıyla… Sadece emlakçı değiliz, gayrimenkul finansı, gayrimenkul maliyesi ve diğer tüm gayrimenkul konusundaki ihtiyaçlarınız için doğru yerdesiniz...Avantajlı gayrimenkul fırsatları ve profesyonel ekibimizle her zaman yanınızdayız.Taşınmaz Ticareti Yetki Belgesi numaramız: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                          Mesleki Yeterlilik Belgesi numaramız: YB0044/17UY0333-5/00/1394Fethiye Ticaret ve Sanayi Odası sicil numaramız: 12775Dalaman ofisimiz uzman ekibimizle hizmetinizdedir.",katmak mülkiyet kredi Gayrimenkul fark sadece emlakçı değil Gayrimenkul finans Gayrimenkul maliye diğer Gayrimenkul konu ihtiyaç doğru Gayrimenkul fırsat profesyonel ekip zaman ticaret yetki Belge numara ekstra ücret ödemek aramak telefon bakmak meslekî yeterli Belge numara ticaret sanayi oda sicil numara Dalaman ofis uzman ekip hizmet
İLANIMIZI ZİYARET ETTİĞİNİZ İÇİN TEŞEKKÜR EDERİZ...,ziyaret etmek teşekkür eder
"İLAN AÇIKLAMASI: Muğla Fethiye Üzümlü’de İncirköy mevkii, doğayla iç içe, sakin ve güvenli bir yaşam arayanlara özel müstakil villa fırsatı!",ilân Muğla Fethiye Üzümlü mevkii doğa içmek sakin güven bir Yaşam aramak özel müstakil villâ fırsat
"Site içerisinde yer alan bu özel villa: • 400 m² arsa payı, • 4+1 oda yapısı, • Geniş bahçesi ve özel havuzu, • Modern mimarisi ve ferah iç tasarımıyla göz dolduruyor.",sit içeri yemek ala özel villâ arsa Pa od yapı geniş Bahçe özel havuz modern mimarî ferah tasarım göz doldurmak
"Her detayı özenle düşünülmüş bu villa, yılın dört mevsimi konforlu bir yaşam sunarken aynı zamanda yatırım açısından da büyük avantaj sağlıyor.",detay öze düşünmek villâ yılmak dört mevsim konfor bir Yaşam Sunar aynı zaman yatır açı büyük avantaj sağlamak
"Güvenlikli site içinde yer alması, aileler için ekstra konfor sağlarken; doğa manzaralı konumu ve sessiz çevresiyle tatil havasını her gün yaşatıyor.",Güvenlik sit içinde yemek almak aile ekstra konfor sağ doğmak manzara konu sessiz çevre tatil hava gün yaşamak
4+1 / 2 Banyo / 400 m² arsa payı / 120 m² net kullanım alanı Hem yaşam hem yatırım için eşsiz bir seçenek!,banyo arsa Pa net kullanım ala Yaşam yatır eş bir seçenek
Daha fazla bilgi ve yerinde görmek için hemen iletişime geçin.,fazla bilgi yerinde görmek hemen iletişim geçinmek
"DALAMAN PAZAR YERİ MEVKİİSİNDE SATILIK;
3+1 150 m2
KAPALI MUTFAK
ARA KAT
KENDİNE AİT DEPOSU BULUNAN
BİR ADET BANYO TUVALET BİR ADET ALATURKA TUVALET BULUNAN 
YATIRIM İÇİN UYGUN 
KOLAYCA KİRAYA VERİP KOLAYCA SATABİLECEĞİNİZ 3+1 DAİREMİZİ SİZ DEĞERLİ YATIRIMCILARIMIZA SUNMAKTAYIZ ..",Dalaman Pazar yer mevkii Sati mutfak ara katmak kendi ait depo bulunmak bir âdet banyo tuvalet bir âdet alaturka tuvalet bulunmak uygun kolay kira kolay daire değerli
"Dalaman Merkez Mahallesi’nde satılık;

Pazar yeri mevkiisinde 
3+1 
Açık Mutfak Salon
Tüm odaları güneş alan
Bina yaşı 10 
En üst kat 
Düz ayak
Daha fazla bilgi için lütfen iletişime geçiniz..",Dalaman merkez mahalle satılık Pazar yer mevkii açık mutfak salon oda Güneş ala bina yaş üst katmak düz ayak fazla bilgi lütfen iletişim geç
"PALMERA GAYRİMENKUL'DEN YATIRIM FIRSATI...
Marmaris Sarıana Mahallesin'de,Marinaya, spor salonuna ve daha birçok sosyal ihtiyaçlara yürüme mesafesinde,Müstakil bahçe kullanımlı, son derece bakımlı,2 oda 1 salon, açık mutfaklı dairemiz satılıktır.",gayrimenkul Marmaris spor salon birçok sosyal ihtiyaç yürümek Bahçe kullanım son derece bakım od salon açık mutfak daire satılık
Kiracısız satışa hazır durumdadır.,kira satış hazır durum
PALMERA GAYRİMENKUL SATIŞTA TEK YETKİLİ EMLAK OFİSİDİR.,Gayrimenkul tek yetkili emlak ofis
"DETAYLI BİLGİ VE SUNUM İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.SORUMLU EMLAK DANIŞMANIBİLGEHAN BİLGİNMesleki Yeterlilik Belge Numarası: YB0204/17UY0333-5/00/10452
PALMERA GAYRİMENKUL / REAL ESTATE AGENCY0551 621 49400 252 413 4845",bilgi sunu lütfen iletişim emlak yeterli Belge numara Gayrimenkul Real Estate Agency
"FETHİYE FÜSÜN EMLAK'TAN KARAÇULHA MAHALLESİN'DE 13.000 M2 ARSA İÇİNE TOPLAMDA 76 ADET BİTİŞİK NİZAM TRİBLEKS VİLLADAN OLUŞAN GÜVENLİKLİ VE OTOPARKLI SİTE İÇİ MERKEZİ KONUMDA BULUNAN KAT MÜLKİYET TAPULU, DOĞU, GÜNEY CEPHELİ ÖNÜ AÇIK FERAH İÇİ YENİDEN RESTORE EDİLMİŞ TRİBLEX VİLLA SATILIKTIR.",Fethiye emlak Karaçulha mahalle arsa iç toplam âdet bitişik niza villâ oluşmak Güvenlik sit iç merkezî konu bulunmak katmak mülkiyet tapu doğu güney cephe ön ferah iç yeniden restore villâ Sati
"ALT KATINDA AÇIK MUTFAK SALON, CAM BALKON İLE KAPATILMIŞ BALKON VE LAVABO, ÜST KATTA İKİ ADET YATAK ODASI BİR ADET BALKON VE DUŞ WC , ÇATI KATINDA İSE GENİŞ BİR EBEVEYN BANYOLU YATAK ODASI VE İKİ ADET TERASI BULUNMAKTADIR.",alt mutfak salon cam balkon balkon lavabo üst kat iki âdet yatak bir âdet balkon duş geniş bir ebeveyn banyo yatak iki âdet
"ARSA, DAİRE, ARABA TAKAS TEKLİDLERİNE AÇIKTIR,DAHA FAZLA DETAYLI BİLGİ VE YER GÖSTERİMİ İÇİN İLETİŞİME GEÇİNİZ.DİĞER GÜNCEL İLANLARIMIZ İÇİN :  
SAYFAMIZI ZİYARET EDEBİLİRSİNİZ.OFİS ADRES: ÇAMKÖY MAH.",arsa daire araba takas fazla bilgi yemek gösteri iletişim güncel ziyaret adres Çamköy mah
ALPARSLAN TÜRKEŞ CAD.,Alparslan Türkeş Cad
"NO:17/A FETHİYE FÜSUN EMLAK Yapılacak tüm sunumlarda Taşınmaz Ticareti Hakkında Yönetmelik'in 19. maddesi gereği ""Taşınmaz Gösterme Belgesi"" imzalandıktan sonra sunum ve yer gösterimi yapılacaktır.ARSA VE KONUT ALIM-SATIM-KİRALAMA-KİRAYA VERME -EKSPERTİZ VE DİĞER TALEPLERİNİZ İÇİN 7/24 FİRMAMIZDAN DESTEK ALABİLİRSİNİZ.",Noa Fethiye füsun emlak sunum taşınmaz ticaret hakkında madde gerek taşınmaz göstermek Belge imzalamak sonra sunu yemek gösteri konut vermek ekspertiz diğer talep destek
"JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                 & 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                T.C MUĞLA VALİLİĞİ TİCARET İL MÜDÜRLÜĞÜ TAŞINMAZ TİCARETİ YETKİ BELGELİDİR
İşletme Adı: FETHİYE FÜSUN EMLAKYetki Belgesi Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                    ​",ekstra ücret ödemek aramak telefon bakmak ekstra ücret ödemek aramak telefon bakmak Muğla vali ticaret müdür ticaret yetki Belge işletme ad Fethiye füsun Belge numara ekstra ücret ödemek aramak telefon bakmak
"Fethiye Esenköy Mahallesin 'de Prestijli ve Doğa İle İç İçe Bir Yaşam!Fethiyenin yükselen bölgelerinden Esenköy Mahallesinde , hem doğayla iç içe hem de şehrin dinamizmine yakın bir yaşam sunan projemiz sizi bekliyor.",Fethiye Esenköy Mahallesi prestij doğmak içmek bir yükselmek bölge Esenköy mahalle doğa içmek şehir dinamizm yakın bir Yaşam Suna proje siz beklemek
"1367 m²’lik geniş arazi üzerinde, modern mimari ve lüks detaylarla donatılmış 2 blok ve toplam 21 daireden oluşan bu proje, siz ve aileniz için ideal bir yaşam alanı sunuyor.Proje başlangıç tarihi 1 mayıs 2025 Proje bitiş tarihi 1 haziran 2026 teslimat 
Proje Özellikleri:
    •    1+1 2+1 3+1 daireler 
    •    Kapalı otopark    •    Peyzaj alanları, doğa ile iç içe yaşam
Lokasyon Avantajları:

    •     Proje, Fethiye Otoyolu’na kısa mesafede olup, fethiye'nin  bir çok merkezi noktasına kolay ulaşım imkânı sunuyor.",geniş arazi üzerinde modern mimarî lüks detay donatmak blok toplam daire oluşmak proje aile ideal bir Yaşam ala başlangıç tarihî Mayıs proje bitişmek tarihî haziran teslimat proje özellik daire kapalı otopark Peyzaj alan doğmak içmek Yaşam lokasyon avantaj proje Fethiye otoyol kısa mesafe Fethiye bir merkezî nokta kolay Ulaş
•    Dolmuş durağına 100 metre Fethiye merkeze  15 dakika mesafede.,dolmuş durak metre Fethiye merkez dakika mesafe
•    Eğitim ve Sağlık: Fethiye Devlet Hastanesi’ne ve bölgede bulunan çeşitli eğitim kurumlarına sadece 15 dakika uzaklıkta.,eğitim sağlık Fethiye devlet hastane bölge bulunmak çeşitli eğitim kurum sadece dakika uzak
•    Doğa Alanları: Dünyaca Ünlu Ölüdeniz Belce Kız plajına 20 km ve Sahil bandı Çalış plajı'na 10 km.,doğmak alan dünya Ölüdeniz bel kız plaj sahil banmak çalışmak plaj
likya yolu Doğa yürüyüşü ve piknik alanlarına yakın konumu ile huzurlu ve keyifli bir yaşam alanı sunuyor.,Likya yol doğmak piknik alan yakın konu huzur keyif bir Yaşam ala
"Ödeme Koşulları:

    •    %50 peşinat ile hemen sahip olma imkânı
    •    Kalan tutar için teslime kadar vade seçeneği
Hem şehrin merkezine kolayca ulaşabilir hem  ailenizle doğanın içinde güvenli ve sağlıklı bir yaşam sürerken, şehrin olanaklarına da bir adım mesafede olacaksınız.Hayalinizdeki doğa ile çevrili, lüks ve konforlu yaşama adım atmak için hemen bizimle iletişime geçin.DİĞER GÜNCEL İLANLARIMIZ İÇİN :  
SAYFAMIZI ZİYARET EDEBİLİRSİNİZ.OFİS ADRES: ÇAMKÖY MAH.",ödemek koşul peşinat hemen sahip olmak kala tutar teslim kadar vade seçenek şehir merkez kolay U aile doğa içinde güven sağlık bir Yaşam Sürer şehir olanak bir ad mesafe doğmak çevri lüks konfor yaşamak ad atmak hemen biz iletişim güncel ziyaret adres Çamköy mah
ALPARSLAN TÜRKEŞ CAD.,Alparslan Türkeş Cad
"NO:17/A FETHİYE FÜSUN EMLAK Yapılacak tüm sunumlarda Taşınmaz Ticareti Hakkında Yönetmelik'in 19. maddesi gereği ""Taşınmaz Gösterme Belgesi"" imzalandıktan sonra sunum ve yer gösterimi yapılacaktır.ARSA VE KONUT ALIM-SATIM-KİRALAMA-KİRAYA VERME -EKSPERTİZ VE DİĞER TALEPLERİNİZ İÇİN 7/24 FİRMAMIZDAN DESTEK ALABİLİRSİNİZ.",Noa Fethiye füsun emlak sunum taşınmaz ticaret hakkında madde gerek taşınmaz göstermek Belge imzalamak sonra sunu yemek gösteri konut vermek ekspertiz diğer talep destek
"JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                 & 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                T.C MUĞLA VALİLİĞİ TİCARET İL MÜDÜRLÜĞÜ TAŞINMAZ TİCARETİ YETKİ BELGELİDİR
İşletme Adı: FETHİYE FÜSUN EMLAKYetki Belgesi Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak
                    ​",ekstra ücret ödemek aramak telefon bakmak ekstra ücret ödemek aramak telefon bakmak Muğla vali ticaret müdür ticaret yetki Belge işletme ad Fethiye füsun Belge numara ekstra ücret ödemek aramak telefon bakmak
