original_sentence,processed_tokens
"Adliye, Şehir Hastanesi, KTO, Büsan sanayi, Gıda toptancıları, matbaacılar ve Tüvtürk'e yakın mesafede konumlanmaktadır.Başakşehir konutlarında bulunan dairemiz BOŞ HİSSE olup İnşaat yapımı devam etmekte ve her yıl kura çekilmektedir.",adli şehir hastanes kto büsa sanayi gı toptancı matbaacı tüvtürke yak mesafe konumlanmaktadırbaşakşehir konut buluna daire boş his olup inşaat yap deva etmek yıl kur çekilmek
"Devir işlemleri Kooperatiften hemen yapılır aylık Kooperatif Aidatı 9.000TL Kat seçimi site kuralları gereği temsili yapılmıştır, kat ve cephe boş hisse olduğu için belli değildir.",devir işlem kooperatif heme yapılır aylık kooperatif aidat kat seç si kural gerek temsil yapıl kat cephe boş his olduk belli değil
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
"​​MERAM ÇAYIRBAĞI MAHALLESİ1.823'm² alan üzerinde bulunan Binamız;​ GİRİŞ KAT: 2+1ARA KAT: 3+1SON KAT: 2+1 + KAPALI TERASDAİRELER AYRI GİRİŞLERE SAHİPELEKTRİK-SU-DOĞALGAZ ALT YAPISIHER KATTA BİREYSEL DOĞALGAZ KOMBİHER DAİREDE 3'lü ANKASTRE SETİARA KAT VE SON KAT YENİ TADİLAT EDİLMİŞBÜTÜN BALKONLAR CAM BALKON İLE KAPALIBAHÇEDE KUYUÖRTMEGARAJMerkeze yakın lokasyona sahip olan müstakil evimiz;Hatıp yoluna 2.3'km, Şehr-i Meram konutları ve Seyrantepe Kuran kursuna yakın mesafede konumlanmaktadır.",mera çayirbak mahalles ala üzer buluna bina giriş kat ar kat son kat kapali terasdaire ayri giriş sahipelektriksudoğalgaz alt yapisiher kat bireysel doğalgaz kombiher daire ankastre setiar kat son kat ye tadilat edilmişbüt balkon cam balko kapalibahçe kuyuörtmegarajmerkez yak lokasyo sahip ola müstakil evimizhatıp yol şehri mera konut seyrantep kura kurs yak mesafe konumlanmak
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
​MERAM GAZZE CADDESİPOINT MERAM217'm² Brüt 149'm² Net kullanım alanına sahip dairemiz;​4+1 ODASİTE İÇİARA KATEBEVEYN BANYOMUTFAKTA 3'lü ANKASTRE SETİİKİ ADET BALKONMERKEZİ ISINMA SİSTEMİİKİ ADET GİYİNME ODASIÜTÜ ODASIYERALTI OTOPARKMerkezi lokasyona sahip olan dairemiz;Konya’nın merkezinde Gazze caddesinin başlangıcında yer alması ile şehrin içinde şehirden uzak bir yaşama başlayacaksınız.,mera gazze caddesipoint meramm brüt net kulla alan sahip daire odasi içiar katebeveyn banyomutfak ankastre setiik adet balkonmerkez isinma sistemiik adet giyinme odasiü odasiyeral otoparkmerkez lokasyo sahip ola dairemizkonya merkez gazze cadde başlangıç yer almas şehr iç şehir uzak bir yaşa başlayacak
"Lokasyon olarak ulaşım kolaylığı sağlayan, nitelikli ve modern mimari tasarımı ile Point Meram’da yaşamın yeni formunu deneyimleyeceksiniz.192 daire ve 14 ticari mağazadan oluşan proje birbirinden farklı spor alanı ve sosyal aktivite alanlarıyla eğlenceli vakitler geçirecek, yeni arkadaşlıklar kuracak, özlenen komşulukları tekrar yaşayacak, güne enerjik başlayacak, çocuklarınız için güvenli ortamlarda hayal ettiğiniz yaşama yeniden başlayacaksınız.",lokasyo olarak ulaş kolaylık sağlaya nitelikli modern mimar tasar point mera yaşa ye form deneyimleyecek dair ticar mağaza oluşa proje birbir farklı spor ala sosyal aktivi alan eğlencel vakit geçirecek ye arkadaşlık kuracak özlene komşuluk tekrar yaşayacak g enerjik başlayacak çocuk güvenli ortam hayal ettik yaşa yeni başlayacak
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
​MERAM GAZZE CADDESİPOINT MERAM217'm² Brüt 149'm² Net kullanım alanına sahip dairemiz;​4+1 ODASİTE İÇİARA KATEBEVEYN BANYOMUTFAKTA 3'lü ANKASTRE SETİİKİ ADET BALKONMERKEZİ ISINMA SİSTEMİİKİ ADET GİYİNME ODASIÜTÜ ODASIYERALTI OTOPARKMerkezi lokasyona sahip olan dairemiz;Konya’nın merkezinde Gazze caddesinin başlangıcında yer alması ile şehrin içinde şehirden uzak bir yaşama başlayacaksınız.,mera gazze caddesipoint meramm brüt net kulla alan sahip daire odasi içiar katebeveyn banyomutfak ankastre setiik adet balkonmerkez isinma sistemiik adet giyinme odasiü odasiyeral otoparkmerkez lokasyo sahip ola dairemizkonya merkez gazze cadde başlangıç yer almas şehr iç şehir uzak bir yaşa başlayacak
"Lokasyon olarak ulaşım kolaylığı sağlayan, nitelikli ve modern mimari tasarımı ile Point Meram’da yaşamın yeni formunu deneyimleyeceksiniz.192 daire ve 14 ticari mağazadan oluşan proje birbirinden farklı spor alanı ve sosyal aktivite alanlarıyla eğlenceli vakitler geçirecek, yeni arkadaşlıklar kuracak, özlenen komşulukları tekrar yaşayacak, güne enerjik başlayacak, çocuklarınız için güvenli ortamlarda hayal ettiğiniz yaşama yeniden başlayacaksınız.",lokasyo olarak ulaş kolaylık sağlaya nitelikli modern mimar tasar point mera yaşa ye form deneyimleyecek dair ticar mağaza oluşa proje birbir farklı spor ala sosyal aktivi alan eğlencel vakit geçirecek ye arkadaşlık kuracak özlene komşuluk tekrar yaşayacak g enerjik başlayacak çocuk güvenli ortam hayal ettik yaşa yeni başlayacak
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
"​MERAM GAZZE CADDESİNİSH MERAM﻿173'm² Brüt 118'm² Net kullanım alanına sahip dairemiz;​3+1 ODABAHÇE KATISİTE İÇİÇAMAŞIR ODASIMUTFAKTA 5'li ANKASTRE SETİYERALTI OTOPARK (1 ARAÇ)MİSAFİR OTOPARKSİTE GİRİŞİ GÜVENLİK ve KONTROLLÜ GEÇİŞAKILLI EV OTOMASYONLARIÇOCUK OYUN ALANLARIGENİŞ PEYZAJ ALANISPOR ALANIİKLİMLENDİRME ALT YAPISIELEKTRİKLİ ARAÇ ŞARJ İSTASYONUMerkezi lokasyona sahip olan Projemiz;Konya'nın en değerli bölgesi Meram'da konumlanmış Nish Meram, sahip olduğu lokasyonla hayatı yanı başınızda tutacak proje.",mera gazze caddesinish meramm brüt net kulla alan sahip daire odabahçe katisi içiçamaşir odasimutfak ankastre setiyeral otopark araçmisafir otoparksi giriş güvenlik kontrollü geçişakilli otomasyonlariçocuk oy alanlarigeniş peyzaj alanispor alaniiklimlendirme alt yapisielektrikli araç şarj istasyonumerkez lokasyo sahip ola projemizkonya değerli bölges mera konumla nish mera sahip olduk lokasyo hayat ya baş tutacak proje
"Nish Meram, 96 konut ve 3 farklı daire seçeneğinden oluşan; çocuk oyun alanı, spor alanı, her daireye özel otopark alanı ve kullanılan malzemlerin kalitesi ile size ve sevdiklerinize özel bir yaşam sunuyor.",nish mera konut farklı dair seçenek oluşa çocuk oy ala spor ala daire özel otopark ala kullanıla malze kalites siz sevdik özel bir yaşa sunuyor
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
MERAM GAZZE CADDESİNİSH MERAM﻿255'm² Brüt 206'm² Net kullanım alanına sahip dairemiz;​5+1 ODASİTE İÇİZEMİN ÜSTÜ 1.,mera gazze caddesinish meramm brüt net kulla alan sahip daire odasi içize üs
"KATEBEVEYN BANYOİKİ ADET ORTAK KULLANIM BANYOYEMEK ODASIİÇ ve DIŞ KİLERÇAMAŞIR ODASIGİYİNME ODASIMUTFAKTA 5'li ANKASTRE SETİYERALTI OTOPARK (3 ARAÇ)MİSAFİR OTOPARKSİTE GİRİŞİ GÜVENLİK ve KONTROLLÜ GEÇİŞAKILLI EV OTOMASYONLARIÇOCUK OYUN ALANLARIGENİŞ PEYZAJ ALANISPOR ALANIİKLİMLENDİRME ALT YAPISIELEKTRİKLİ ARAÇ ŞARJ İSTASYONUMerkezi lokasyona sahip olan Projemiz;Konya'nın en değerli bölgesi Meram'da konumlanmış Nish Meram, sahip olduğu lokasyonla hayatı yanı başınızda tutacak proje.",katebeveyn banyoik adet ortak kullan banyoyemek odasiiç diş kilerçamaşir odasigiyinme odasimutfak ankastre setiyeral otopark araçmisafir otoparksi giriş güvenlik kontrollü geçişakilli otomasyonlariçocuk oy alanlarigeniş peyzaj alanispor alaniiklimlendirme alt yapisielektrikli araç şarj istasyonumerkez lokasyo sahip ola projemizkonya değerli bölges mera konumla nish mera sahip olduk lokasyo hayat ya baş tutacak proje
"Nish Meram, 96 konut ve 3 farklı daire seçeneğinden oluşan; çocuk oyun alanı, spor alanı, her daireye özel otopark alanı ve kullanılan malzemlerin kalitesi ile size ve sevdiklerinize özel bir yaşam sunuyor.",nish mera konut farklı dair seçenek oluşa çocuk oy ala spor ala daire özel otopark ala kullanıla malze kalites siz sevdik özel bir yaşa sunuyor
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
"​​KARATAY ŞEMS-İ TEBRİZİ MAHALLESİ, ŞEYH ŞEMS-İ TEBRİZİ PARKI KARŞISINDA160'm² Brüt 140'm² Net kullanım alanına sahip dairemiz;​4+1 ODAYÜKSEK GİRİŞ KATDOĞALGAZ ISINMAKENDİNE AİT BAHÇEBAKIMLI Merkezi lokasyona sahip olan dairemiz;Karatay Şems-i Tebrizi parkı karşısında, Valilik, Tarihi Bedesten Çarşısı, Kuyumcular çarşısı, Mevlana müzesine yürüme mesafesinde ayrıca cami, okul, alışveriş merkezleri, toplu taşıma güzergahları üzerinde bulunmaktadır.Dairemiz KAT MÜLKİYETİ tapulu olup eksiksiz teslim edilecektir.",karatay şemsi tebriz mahalles şeyh şemsi tebriz parki karşisinda brüt net kulla alan sahip daire odayük giriş katdoğalgaz isinmakendi ait bahçebakimli merkez lokasyo sahip ola dairemizkaratay şemsi tebriz parkı karşı valilik tarih bedes çarşıs kuyumcu çarşıs mevla müze yür mesafe ayrıç cami okul alışveriş merkez toplu taş güzergah üzer bulunmaktadırdaire kat mülkiyet tapul olup eksiksiz tesl edilecek
"""Oğuzhan Yılmaz, 2021’den beri gayrimenkul sektöründe uzmanlaşmış ve güvenirliliğini yıllar içinde kanıtlamış gayrimenkul danışmanıdır.",oğuzha yılmaz den ber gayrimenkul sektör uzmanlaş güvenirlilik yıl iç kanıtlamış gayrimenkul danışma
Siz değerli müşterilerine daha iyi hizmet verebilmek için 2025 Yılında Oğuzhan Yılmaz Gayrimenkul Şirketini kurmuştur.,değerli müşteri i hizmet verebilmek yıl oğuzha yılmaz gayrimenkul şirket kur
"Misyonumuz; müşterilerimizin arsa, müstakil, bina, villa, daire, rezidans, ofis, dükkan gibi çeşitli ihtiyaçlarına uluslararası kabul görmüş yöntemlerle çözümler sunmaktır.",misyon müşteri ar müstakil bina villa dair rezidans ofis dükka çeşitli ihtiyaç uluslararas kabul gör yönte çözüm sunmak
"Oğuzhan Yılmaz Gayrimenkul, müşterilerine tam zamanlı çalışan, mesleki eğitimini tamamlamış, daima en iyiyi sunmaya hazır profesyonel gayrimenkul danışmanlarından oluşan ekibiyle mükemmel hizmeti sunmaktadır.",oğuzha yılmaz gayrimenkul müşteri tam zamanlı çalışa meslek eğitim tamamlamış daim iyi sunma hazır profesyonel gayrimenkul danışman oluşa ekip mükemmel hizmet sunmak
"""Yetki Belge Numarası: 
                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",yetki belge numaras jethat ekstra ücret ödeme aray telefo bak
"ELİT GAYRİMENKUL GÜVENCESİYLE
Mülk Konumu▶ Dairemiz, İstiklal Mahallesi Bezmi Alem Caddesi üzerinde bulunmaktadır.Dairemiz Konya Şehir Hastanesine Sadece 500 Metre mesafededir.Merkezi bir lokasyonda olup,Temel ihtiyaçlarınızı rahatlıkla karşılayabileceğiniz bir konumdadır.",elit gayrimenkul güvence mülk kon daire istiklal mahalles bezmi ale caddes üzer bulunmaktadırdaire konya şehir hastane sadeç metre mesafededirmerkez bir lokasyo oluptemel ihtiyaç rahatlık karşılayabilecek bir kon
"Alışveriş Merkezleri , Okul , Camii , Adliye , Lise gibi toplu kullanım alanlarına yürüme mesafesindedir.",alışveriş merkez okul camii adli lis toplu kulla alan yür mesafe
"Mülk Özellikleri
▶ Dairemiz, 3+1 olup,▶ 133 m2 brüt, 113 m2 net oturum alanına sahiptir.▶ Bireysel yerden ısıtma sistemi▶ Doğu - Günay - Batı cephesi▶ Islak zeminler fayans, kuru zeminler laminat parke▶ 3'lü ankastre set▶ 2 adet geniş balkon alanına sahiptir▶ Silinebilir duvar kağıtları▶ Giriş vestiyer alanı▶ Duşakabin▶ Çamaşır makinesi dolabı ve saklama alanı olarak kullanılabilir dolaplar▶ Lake Kapılar , Birinci Sınıf Malzemeler  Asma Tavan ▶ Kamelya - Çocuk oyun parkı - Açık otopark alanı

RANDEVU VE DETAYLI BİLGİ İÇİN
MEHMET KACAROĞLU

                
                    JetHat
                     ile ekstra ücret ödemeden arayın 
                    
                    Telefona Bak",mülk özellik daire olup brüt net otur alan sahip bireysel yer ısıtma siste dok günay bat cephes islak zemin fayans kur zemin laminat parke ankastre set adet geniş balko alan sahip silinebilir duvar kağıt giriş vestiyer ala duşakap çamaşır makines dolap sakla ala olarak kullanılabilir dolap lake kapı birinci sınıf malzeme asma tava kamelya çocuk oy parkı açık otopark ala randevu detayli bilgi mehmet kacaroğlu jethat ekstra ücret ödeme aray telefo bak
